filename;content;junior;senior;expert;consensus
221.yaml;TITLE : CryptoBanking: Crypto Trading\nDESCRIPTION :\n      APIs focused on enrollment into Crypto Currency Trading and the ability to create/view orders for buying and\n      selling crypto currencies.\nENDPOINTS :\n    - GET /customers/{customerId}/profile\n      Retrieve customer enrollment profile\n    - PUT /customers/{customerId}/enrollment\n      Update customers enrollment information.\n    - POST /customers/{customerId}/enrollment\n      Enroll customer in crypto-currency.\n    - GET /customers/{customerId}/accounts/balances\n      Retrieve balances for the customers accounts\n    - GET /accounts/{protectedAccountId}\n      Retrieve crypto account details\n    - PUT /accounts/{protectedAccountId}/related-accounts\n      Relink crypto account to deposit account\n    - GET /accounts/{protectedAccountId}/transaction-history\n      Common transaction history\n    - POST /orders\n      Create new cryptocurrency order\n    - POST /orders/{orderQuoteId}/confirm\n      Confirm cryptocurrency order\n    - GET /documents\n      Retrieve list of documents.\n    - GET /receipts/{receiptId}\n      Retrieve receipt.;currency;blockchain;blockchain;blockchain
222.yaml;TITLE : Agrocura Commodity API\nDESCRIPTION :\n      API Documentation for Agrocura Commodity system\nENDPOINTS :\n    - POST /customer-auth/request-otp\n      Request OTP code for customer to login\n    - POST /customer-auth/login\n      Login to the customer profile\n    - GET /customer-auth/current\n      Fetches the currently logged in user from the token;user-password;client;client;client
223.yaml;TITLE : Romulus API Documentation - Loan Document Processing\nDESCRIPTION :\n      This API documentation details how loan document can be processed using Romulus. It describes - authentication\n      flow - uploading a new loan document in Romulus - viewing details of all loan documents present in Romulus -\n      modifying output of any document and saving it as a new version\nENDPOINTS :\n    - GET /outh2/authorize\n    - POST /file_upload\n      Upload a pdf document to process.\n    - POST /document_search\n      Get list of all the uploaded documents\n    - GET /stream/{document_id}\n      Stream pdf document content\n    - GET /document_search/{document_id}\n      get extracted data of the required document having requested document_id\n    - PUT /document_search/{document_id}\n      Create a new version of document with updating the JSON\n    - GET /document_search/{document_id}/{version}\n      Get document details of a version of a document having given document_id and the version of that document;;loan-mortgage;loan-mortgage;loan-mortgage
224.yaml;TITLE : Transfer Money API\nDESCRIPTION :\n      2 APIs to retrieve balance and create transactions.\nENDPOINTS :\n    - GET /retrieve\n      Retrieve the current balance.\n    - POST /create\n      Create transaction.;transfer;transfer;transfer;transfer
226.yaml;TITLE : fastFOREX.io\nDESCRIPTION :\n      Foreign currency exchange rate API\nENDPOINTS :\n    - GET /fetch-one\n      Fetch a single currency exchange rate\n    - GET /fetch-multi\n      Fetch multiple currency rates at once\n    - GET /fetch-all\n      Fetch all available currency rates\n    - GET /convert\n      Convert an amount of one currency into another currency\n    - GET /currencies\n      Fetch a list of supported currencies\n    - GET /usage\n      Fetch recent usage data for the supplied API key;trading;currency;currency;currency
227.yaml;TITLE : Service Mortgage API\nDESCRIPTION :\n\nENDPOINTS :\n    - POST /service-mortgage/secure/api/v1/applications\n      Create new application;loan-mortgage;loan-mortgage;loan-mortgage;loan-mortgage
228.yaml;TITLE : findl API\nDESCRIPTION :\n      Welcome to the findl Web API v1.0. <br/><br/> Stock Market Data - Comprehensive financial  statement and stock\n      price data for US public companies. <br/><br/> The API is RESTful and easy to integrate with.\nENDPOINTS :\n    - GET /v1.0/data/descriptions\n      Indicator Descriptions\n    - GET /v1.0/data/fundamentals\n      Fundamentals\n    - GET /v1.0/data/stocks\n      Equity Prices\n    - GET /v1.0/data/funds\n      Fund Prices\n    - GET /v1.0/data/actions\n      Corporate Actions\n    - GET /v1.0/data/sp500\n      S&P500 Constituents\n    - GET /v1.0/data/metrics\n      Price Based Metrics\n    - GET /v1.0/data/insiders\n      Insiders\n    - GET /v1.0/data/tickers\n      Tickers and Metadata\n    - GET /v1.0/data/daily\n      Daily Metrics\n    - GET /v1.0/data/holdings\n      Institutional Investors\n    - GET /v1.0/data/holdings_ticker\n      Institutional Investors Summary by Ticker\n    - GET /v1.0/data/holdings_investor\n      Institutional Investors Summary by Investor;;trading;trading;trading
229.yaml;TITLE : Finfra API reference\nDESCRIPTION :\n      ## API Reference The FINFRA API is designed with a RESTful architecture in mind. With an emphasis on resource-\n      oriented pathways, it supports form-encoded requests and provides responses in JSON format, adhering to\n      conventional HTTP protocols, authentication mechanisms, and methods. While interacting with the FINFRA API, users\n      have the ability to engage in a test environment, which has no impact on actual data and does not connect with\n      banking infrastructures. The nature of the API key used during requests is pivotal, as it determines whether the\n      actions are affecting the live environment or are restricted to test mode. Bulk operations are not a feature [...]\nENDPOINTS :\n    - POST /api/auth/token\n      Generate access token\n    - POST /api/documents\n      Create document object\n    - PATCH /api/documents\n      Update multiple documents description and type\n    - POST /api/core/users\n      Create partner borrower\n    - PATCH /api/core/users/{userId}\n      Update single partner borrower\n    - POST /api/core/users/{userId}/approve\n      Approve borrower\n    - POST /api/core/users/{userId}/block\n      Block borrower\n    - POST /api/core/users/{userId}/rdf/verify-biometric\n      Verify borrower biometric\n    - POST /api/core/users/rdf/status\n      Update borrower RDF status\n    - POST /api/core/users/{userId}/rdf/accounts\n      Create borrower RDF account\n    - POST /api/core/ftm/users/{callbackTitle}/status\n      Create Borrower Callback\n    - POST /api/core/ftm/users/{endpointKey}/{userId}\n      verify and score borrower\n    - POST /api/core/loans/{userId}\n      Create Single Payment Loans\n    - POST /api/core/loans/{userId}/bnpl\n      Create Installment Payment Loans\n    - GET /errors/{error_code}\n      Error example;user-password;loan-mortgage;loan-mortgage;loan-mortgage
23.yaml;TITLE : OpenBanking API\nDESCRIPTION :\n      API for open-banking (psd2).\nENDPOINTS :\n    - GET /api/aspsps/{countryCode}\n      Retreive lists of ASPSPS for requested contry\n    - POST /api/customers\n      Init client's onboarding process (customer creation) for retrieveing SCA redirect URL to accept consents in\n      his/her bank.\n    - POST /api/customers/authorization\n      Sends authorization code to ASPSP and compares onboarding customer details with these from ASPSP\n    - POST /api/customers/payments\n      Init customers's payment process for retrieveing SCA redirect URL to accept consents for this payment in his/her\n      bank.\n    - POST /api/customers/payments/authorization\n      Sends authorization code to ASPSP to accept payment transfer;client;banking;banking;banking
230.yaml;TITLE : Finmo Lender API\nDESCRIPTION :\n      Finmo Lender API\nENDPOINTS :\n    - GET /submissions/{lenderId}\n      Gets submissions\n    - GET /submissions/{lenderId}/{submissionId}\n      Gets a submission\n    - POST /submissions/{lenderId}/{submissionId}/createFile\n      Generates a Signed URL to be used to upload commitment letter\n    - POST /submissions/{lenderId}/{submissionId}/approve\n      Approves a submission\n    - POST /submissions/{lenderId}/{submissionId}/decline\n      Declines a submission\n    - POST /submissions/{lenderId}/{submissionId}/clearStatus\n      Clears submission status\n    - POST /submissions/{lenderId}/{submissionId}/readFile\n      Obtains a download link for files associated with this submission\n    - POST /YOUR_SERVERS_URL\n      Requests are made to external URLs from Finmo when events happen related to your lender;loan-mortgage;loan-mortgage;loan-mortgage;loan-mortgage
231.yaml;TITLE : Kafka Topics - Loans\nDESCRIPTION :\n      Add Loan Core data kafka topic\nENDPOINTS :\n    - PATCH /loans.availability/{productKey}\n      <b>Topic Name </b> loans.availability <br><b>Topic Key  </b>productKey\n    - PATCH /loans.balances/{productKey}\n      <b>Topic Name </b> loans.balances <br><b>Topic Key  </b>productKey\n    - PATCH /loan.statement/{productKey}\n      <b>Topic Name </b> loan.statement <br><b>Topic Key  </b>productKey\n    - PATCH /loan.loanFees/{productNumber}\n      <b>Topic Name </b> loan.loanFees <br><b>Topic Key  </b>productNumber\n    - PATCH /loan.loan/{productNumber}\n      <b>Topic Name </b> loan.loan <br><b>Topic Key  </b>productNumber;loan-mortgage;loan-mortgage;loan-mortgage;loan-mortgage
233.yaml;TITLE : NFT API\nDESCRIPTION :\n      API for fetching NFT data on Ethereum and Polygon. NOTE this API is in BETA and not yet available to the public.\nENDPOINTS :\n    - GET /getNFTs\n      Gets all NFTs currently owned by a given address\n    - GET /getNFTMetadata\n      Gets the metadata associated with a given NFT.;blockchain;blockchain;blockchain;blockchain
234.yaml;TITLE : Client Financials API\nDESCRIPTION :\n      Client Financials API\nENDPOINTS :\n    - GET /financials\n      Searches Client Financials\n    - PUT /financials\n      Updates a Client Financial record;client;client;client;client
235.yaml;TITLE : Trade Finance Undertaking API\nDESCRIPTION :\n      Manage all processes involved in the life cycle of a Trade Finance Undertaking application between corporate and\n      banks :              `The API supports following functionalities:` * Request for application :  Sent by the party\n      requesting issuance of the undertaking (applicant or obligor) to the party issuing the undertaking (demand\n      guarantee or standby letter of credit or dependent undertaking or counter-guarantee or counter-standby) and\n      provides details on the applicable rules, terms, conditions and content of the undertaking to be issued. *\n      Amendment of an already issued undertaking (reduction, release, extend, cancellation or termination) * [...]\nENDPOINTS :\n    - GET /trade-finance-undertakings\n      Get Trade Finance Undertaking.\n    - POST /trade-finance-undertakings\n      Create Trade Finance Undertaking.\n    - GET /trade-finance-undertakings/{application-reference}\n      Get Trade Finance Undertaking.\n    - PUT /trade-finance-undertakings/{application-reference}\n      Replace Trade Finance Undertaking.\n    - PATCH /trade-finance-undertakings/{application-reference}\n      Update Trade Finance Undertaking.\n    - POST /trade-finance-undertakings/{application-reference}/payment-demand\n      Request Payment.;trading;trading;trading;trading
236.yaml;TITLE : Direct Debit Mandate Request & Response\nDESCRIPTION :\n      This is the Mandate Request & Response.\nENDPOINTS :\n    - POST /mandates\n      Mandate Creation Validation\n    - PUT /mandates\n      Mandate Amend Validation\n    - DELETE /mandates\n      Mandate Cancel & Suspend Validation\n    - POST /release\n      Release Request;;transfer;transfer;transfer
237.yaml;TITLE : Fintech API Documentation\nDESCRIPTION :\n      Fintech API Documentation\nENDPOINTS :\n    - POST /save-drawdown\n      Saves the drawdown details\n    - POST /drawdown-response\n      Returns response of each and every loan status\n    - POST /drawdown-status\n      (Webhook - To be provided by Fintech)\n    - POST /repayment\n      (Webhook - To be provided by Fintech)\n    - POST /limit-details\n      (Webhook - To be provided by Fintech)\n    - POST /overdue-details\n      (Webhook - To be provided by Fintech);loan-mortgage;loan-mortgage;loan-mortgage;loan-mortgage
238.yaml;"TITLE : MarketPay Public\nDESCRIPTION :\n      MarketFinance MarketPay API [https://marketfinance.com/](https://marketfinance.com/)  <a name=""introduction""></a>\n      # Introduction Welcome to MarketPay API, the platform that allows our partners to offer a Buy Now Pay Later (BNPL)\n      payment scheme to their business customers.  >Access to the API is restricted to select partners and those with\n      access will have received the relevant credentials.  This documentation can be used by developers to understand\n      how to implement the BNPL scheme.  Want to learn more about MarketPay? You can either request a demo\n      [here](https://marketfinance.com/embeddedfinance) or contact us at <marketpay@marketfinance.com>.  <a [...]\nENDPOINTS :\n    - POST /orders/{marketPlaceOrderId}/transition\n      Transitions an order status\n    - POST /orders\n      Creates a new order\n    - GET /orders/{marketPlaceOrderId}\n      Gets order details\n    - PUT /orders/{marketPlaceOrderId}\n      Updates an existing order\n    - POST /buyers\n      Creates a new buyer\n    - GET /buyers/{companyRegistrationNumber}\n      Gets buyer company details\n    - PUT /buyers/{companyRegistrationNumber}/bank-account\n      Updates a buyers bank account details\n    - PUT /buyers/{companyRegistrationNumber}/contact-details\n      Updates a buyers contact details\n    - POST /suppliers\n      Creates a new supplier\n    - GET /suppliers/{companyRegistrationNumber}\n      Gets supplier company details\n    - PUT /suppliers/{companyRegistrationNumber}/bank-account\n      Updates a suppliers bank account details";banking;loan-mortgage;loan-mortgage;loan-mortgage
239.yaml;TITLE : LOANEX API\nDESCRIPTION :\n      This API is for operations accessing LOANEX application. The authentication, authorization and token framework is\n      based on the OAuth 2.0 framework.  [More Info on OAuth 2.0, do visit https://oauth.net/2/]\nENDPOINTS :\n    - POST /applicant/new\n      Create an applicant profile\n    - PUT /applicant/{id}/profile\n      Update an applicant profile\n    - GET /applicant/{id}/account/summary\n      Obtain the applicant's account summary\n    - GET /applicant/{id}/account/detail\n      Obtain the applicant's account detailed information\n    - POST /loancase/new\n      Create new loan application;;loan-mortgage;loan-mortgage;loan-mortgage
24.yaml;TITLE : TradeSim\nDESCRIPTION :\n      <div> <h4>Which endpoint does the API use?:</h4> <p>This API will use the endpoint\n      https://tradesim.de/api/{version}. The newest version is 1.0.0, so the endpoint is\n      https://tradesim.de/api/1.0.0/</p> <h4>How do I get an API key?:</h4> <p>You could get an API key at\n      tradesim.de</p> <h4>I can't find an accessToken</h4> <p>In following your API Key is the Bearer accessToken</p>\n      <p>This API uses SwaggerHub to create every Client SDK!</p> </div>\nENDPOINTS :\n    - POST /stock/{isin}\n      Get Stock Infos\n    - POST /liveCourse/{isin}\n      Live Course\n    - GET /stockList\n      Get Stocks\n    - GET /stockCourses\n      Get StocksCourses;other;trading;trading;trading
240.yaml;TITLE : BankAssist Cards API Specification\nDESCRIPTION :\n      BankAssist Cards API Specification\nENDPOINTS :\n    - POST /cardActivation\n      cardActivation\n    - POST /updateCardOrder\n      updateCardOrder\n    - POST /orderCard\n      orderCard\n    - POST /ccFreeze\n      ccFreeze\n    - POST /ccUnfreeze\n      ccUnfreeze\n    - POST /debitFreeze\n      debitFreeze\n    - POST /debitUnfreeze\n      debitUnfreeze\n    - POST /debitcarddetails\n      debitcarddetails\n    - POST /resetPin\n      resetPin\n    - POST /sendOTP\n      sendOTP\n    - POST /verifyOTP\n      verifyOTP\n    - POST /GetSecurityQuestions\n      GetSecurityQuestions\n    - POST /AddBudget\n      AddBudget\n    - POST /GetBudgetAlerts\n      GetBudgetAlerts\n    - POST /travelDetails\n      to receive travel notifications;banking;banking;banking;banking
241.yaml;TITLE : CloufCFO savings estimation API\nDESCRIPTION :\n\nENDPOINTS :\n    - POST /estimateSavings\n    - GET /estimateSavings/{executionArn};savings;other;;NO_CONSENSUS
242.yaml;TITLE : Lender & Spender Loan API\nDESCRIPTION :\n      API specs for loan intermediaries. An API key can be obtained from your dashboard:\n      (www.lenderspender.nl/dashboard)\nENDPOINTS :\n    - POST /calculator/cost\n      Get interest rates and calculate monthly installments\n    - POST /application/maex\n      Create new loan application from Maex import\n    - GET /application/{applicationId}\n      Find loan application by ID\n    - PUT /application/{applicationId}/cancel\n      Cancel a loan application with a given feedback reason and an optional comment\n    - PUT /application/{applicationId}/maex\n      Updates an existing loan application from a Maex import XML. Make sure the loan application can be changed by\n      verifying the can_be_changed attribute on the LoanApplication object.\n    - GET /application/{applicationId}/contract\n      Get loan application contract PDF\n    - POST /application/{applicationId}/ready-for-review\n      Submits an application for review by Lender & Spender. Only possible when application is complete.\n    - POST /application/{applicationId}/document\n      Add a file to a document\n    - GET /application/{applicationId}/document/{fileId}\n      Get the contents of the file\n    - DELETE /application/{applicationId}/document/{fileId}\n      Delete a file from a document\n    - PUT /application/{applicationId}/question/{questionId}\n      Provide an answer to a question [in beta]\n    - POST /application/{applicationId}/goods-or-services-delivered\n      Submit an invoice for payout after goods or services have been delivered;loan-mortgage;loan-mortgage;loan-mortgage;loan-mortgage
243.yaml;TITLE : Lighter Capital Investor API\nDESCRIPTION :\n      API used by investment fund providers to obtain information about the structure (terms) of serviced loans, as well\n      as the status of current loans.\nENDPOINTS :\n    - GET /pipeline\n      lists all lending opportunities\n    - GET /loanstructure\n      lists all current and historical loans (structure)\n    - GET /loanstatus\n      lists all current and historical loans (status)\n    - GET /monthlyportfoliostatus\n      list of the status of all loans at the end of a given reporting period (calendar month).\n    - GET /payments\n      list all loan payments made in the given date window.;loan-mortgage;loan-mortgage;loan-mortgage;loan-mortgage
244.yaml;TITLE : LoanStreet Loan Servicing API\nDESCRIPTION :\n      Loan Servicing API\nENDPOINTS :\n    - GET /loan/{loan_id}\n      Loan State Query\n    - POST /loan/{loan_id}/record_transaction\n      Record a Transaction for Loan;loan-mortgage;loan-mortgage;loan-mortgage;loan-mortgage
247.yaml;TITLE : Converto-Matic!\nDESCRIPTION :\n      Converto-matic! allows you to get exchange-rates for many currencies. It also makes it easy for you to know the\n      value of your money in different currencies.\nENDPOINTS :\n    - GET /exchange\n      Get exchange-rates from currency\n    - GET /convert\n      Convert value from currency;currency;currency;currency;currency
248.yaml;TITLE : Monitise Americas, Inc.\nDESCRIPTION :\n      Bank Document Management\nENDPOINTS :\n    - GET /{tenant}/document/types\n      Requests all the banking document types\n    - POST /{tenant}/{username}/document\n      Order a banking document;;banking;banking;banking
249.yaml;TITLE : REST API implementation of VIP bank API\nDESCRIPTION :\n      + This API provides information about user's own accounts. + All endpoints require user to be authorized. The user\n      proves his authorization by sending **Authorization**: Bearer {token} in a HTTP header. + This version **v3** of\n      the API supports tokens generated via **Moneta Internet Bank** only.\nENDPOINTS :\n    - GET /api/v3/vip/aisp/my/accounts\n      Client payment account list\n    - GET /api/v3/vip/aisp/my/accounts/{id}/balance\n      Account balance\n    - GET /api/v3/vip/aisp/my/accounts/{id}/transactions\n      Transaction history;payment;banking;banking;banking
25.yaml;TITLE : rePower\nDESCRIPTION :\n\nENDPOINTS :\n    - POST /repower/v2/repower\n      Mastercard rePower empowers consumers to instantly add money to eligible Mastercard cards. Money is available\n      immediately for expenditures anywhere Mastercard prepaid account is accepted. The ease with which cardholders can\n      convert cash to prepaid card funds turns their reloadable prepaid cards into valuable and practical [...]\n    - POST /repower/v2/repowerreversal\n      A Transfer Reversal is a request to reverse a previously submitted Mastercard rePower Transfer, and is only\n      available in extremely limited circumstances.  Reversal Processing : A rePower transaction reversal may be\n      submitted in the event of a documented clerical error. The rePower transaction reversal must be submitted [...];other;banking;banking;banking
250.yaml;TITLE : Banka\nDESCRIPTION :\n      Banka is a light-weight core banking application that powers banking operations like account creation, customer\n      deposit and withdrawals. This app is meant to support a single bank, where users can signup and create bank\n      accounts online, but must visit the branch to withdraw or deposit money.\nENDPOINTS :\n    - GET /\n      Home\n    - GET /user\n      Gets the logged in user Details\n    - POST /auth/signup\n      Sign up a new user\n    - POST /auth/portal\n      create new Staff and Admin\n    - POST /auth/signin\n      Sign's in an existing user\n    - POST /resetpassword\n      Reset user password\n    - GET /accounts/{Accountnumber}\n      Gets a specific account\n    - DELETE /accounts/{Accountnumber}\n      deletes a specific account\n    - GET /user/{email}/accounts\n      Return all the accounts belonging to a user\n    - GET /user/accounts/owerid\n      Return all the accounts belonging to a user\n    - GET /accounts\n      Gets all accounts ?status or ?startDate&endDate\n    - POST /accounts\n      Creates a new user accounts\n    - PATCH /account/{Accountnumber}\n      Updates the account status\n    - GET /transactions/{id}\n      Gets a specific transaction\n    - GET /{Accountnumber}/transactions\n      Get all transactions for an account\n    - POST /transactions/{accountNumber}/credit\n      Credits a user account\n    - POST /transactions/{accountNumber}/debit\n      Debits a user account\n    - PUT /profileimage\n      Updates profile pictures;user-password;banking;banking;banking
251.yaml;TITLE : Account Information Service\nDESCRIPTION :\n      Open Banking Platform PSD2 API - Account Information  # Summary The **NextGenPSD2** *Framework Version 1.3.3*\n      offers a modern, open, harmonised and interoperable set of  Application Programming Interfaces (APIs) as the\n      safest and most efficient way to provide data securely.  The NextGenPSD2 Framework reduces XS2A complexity and\n      costs, addresses the problem of multiple competing standards  in Europe and, aligned with the goals of the Euro\n      Retail Payments Board, enables European banking customers to benefit from innovative products and services\n      ('Banking as a Service')  by granting TPPs safe and secure (authenticated and authorised) access to their [...]\nENDPOINTS :\n    - GET /v1/accounts\n      Read Account List\n    - GET /v1/accounts/{account-id}\n      Read Account Details\n    - GET /v1/accounts/{account-id}/balances\n      Read Balance\n    - GET /v1/accounts/{account-id}/transactions\n      Read transaction list of an account\n    - GET /v1/accounts/{account-id}/transactions/{transactionId}\n      Read Transaction Details;;banking;banking;banking
252.yaml;TITLE : Client information API\nDESCRIPTION :\n\nENDPOINTS :\n    - POST /clients\n    - GET /clients/{sigmaLogin}\n    - PUT /clients/{sigmaLogin}\n    - DELETE /clients/{sigmaLogin};client;client;client;client
253.yaml;TITLE : OpenBank API Project\nDESCRIPTION :\n      API that retrives transactions from OpenBank\nENDPOINTS :\n    - GET /v1/current-accounts/{accountId}/transactions\n      get all transactions from an account\n    - GET /v1/current-accounts/{accountId}/transactions/{transactionType}\n      get all transactions from a specific type\n    - GET /v1/current-accounts/{accountId}/transactions/{transactionType}/amount\n      get total amount of transactions from given type;transfer;banking;banking;banking
254.yaml;TITLE : TPP-Bank\nDESCRIPTION :\n      TPP-Bank API specification\nENDPOINTS :\n    - GET /grant_access\n      Retrieve a code for getting an apiKey\n    - POST /token\n      Get access token with a code returned by grant_access\n    - POST /transaction_request\n      Initiate a transaction by setting it up at the bank.\n    - GET /approve_transaction\n      Approve transaction via bank.\n    - POST /ais\n      Retrieve a json response of account information.;transfer;banking;banking;banking
255.yaml;TITLE : Account Balances Interface - BBL\nDESCRIPTION :\n      The API serves the objective of retrieving balances for a specified set of accounts from the BBL so as to\n      facilitate a data refresh in the Account Services API projection store.\nENDPOINTS :\n    - POST /retrieveBalances\n      This interface retrieves balances for a requested set of accounts to refresh projection store.\n    - POST /retrieveFunds\n      This interface retrieves static details of all Mutual Funds\n    - POST /notifyEodEnd\n      This interface provides notification message that EOD has ended so that post Aggreagation entries can be posted;;banking;banking;banking
256.yaml;TITLE : Account Balances Interface - NAB\nDESCRIPTION :\n      The API serves the objective of retrieving balances for a specified set of accounts from the NAB CBS so as to\n      facilitate a data refresh in the Account Services API projection store.\nENDPOINTS :\n    - POST /retrieveBalances\n      This interface retrieves balances for a requested set of accounts to refresh projection store.;;banking;banking;banking
257.yaml;TITLE : Swagger Loan Application Scoring - OpenAPI 3.0\nDESCRIPTION :\n      Loan Application Scoring Demo\nENDPOINTS :\n    - PUT /application\n      Обновить сведения в заявке\n    - GET /application/{id}\n      Просмотр данных о конкретной заявке по его ID\n    - DELETE /application/{id}\n      удалить заявку при отрицательном скоринге\n    - POST /scoring/{applicationId}\n      Провести скоринг;loan-mortgage;loan-mortgage;loan-mortgage;loan-mortgage
258.yaml;TITLE : andela-quick-credit\nDESCRIPTION :\n      Quick credit is an Api that allow you to manage a loan grant system. From this API users can create and login to\n      their accounts, request as well as manage their loan applications while admins can manage all type of loan\n      transactions, from accepting or rejecting them, to posting repayment transactions for different loans and also\n      manage all users in the system.  ## Authentication  This API uses OAuth v2 Bearer Token / Personal Access Token\n      for its authentication.\nENDPOINTS :\n    - POST /auth/signup\n      Sign up\n    - POST /auth/signin\n      Signin\n    - GET /loans\n      Get all loans application\n    - POST /loans\n      Post new loan application\n    - GET /loans/user/{userMail}\n      Get all users pending loans\n    - GET /loans/{loanID}/repayment\n      Get a loan repayment history\n    - POST /loans/{loanID}/repayment\n      Post a loan repayment\n    - GET /loans/{loanID}\n      Get a specific loan application\n    - PATCH /loans/{loanID}\n      Approve a loan application\n    - PATCH /users/{userMail}/verify\n      Verify a user;loan-mortgage;loan-mortgage;loan-mortgage;loan-mortgage
259.yaml;TITLE : Choose Wisely Customer API\nDESCRIPTION :\n      <h2>The Choose Wisely Customer API</h2> <p>This API is used for integrating with the Choose Wisely loans\n      comparison service. There are multiple different use cases for this API.</p> <ul> <li>Submitting a customer to\n      Choose Wisely</li> <li>Submitting a customer to use with white labeled results</li> <li>Submitting a customer to\n      retrieve raw result data</li> </ul> <p><em>The more fields of the API you can populate, the more chance your\n      applicant will have of being submitted to all lenders in your panel and the better downstream conversion / results\n      you will acheive.</em></p> <h3>Endpoints</h3> <p>You will be provided with specific staging and production [...]\nENDPOINTS :\n    - POST /lead\n      Send loan application data\n    - POST /fetchresults\n      Send loan application data;loan-mortgage;loan-mortgage;loan-mortgage;loan-mortgage
26.yaml;TITLE : Credit Transfer PromptPay API\nDESCRIPTION :\n      This is a Credit Transfer PromptPay\nENDPOINTS :\n    - POST /creditlookup\n      Credit Lookup\n    - POST /credittransfer\n      Credit Transfer;transfer;transfer;transfer;transfer
260.yaml;TITLE : DigitalAssetIntegrator: Crypto Accounts\nDESCRIPTION :\n      This API allows clients to create and manage crypto accounts for their customers at various crypto partners.\n      **client**:  The client (bank or broker) that calls into this API  **partner**:  The crypto-partner that the\n      client bank would like to open accounts with  **identity**: A customer of the client bank (person or institution)\n      with an associated tax id#  **account**:  A crypto account for a customer that can hold multiple digital assets\n      **profile**:  A profile is a sub-account of a crypto account that provides the account holder the ability to\n      further organize digital assets within a single crypto account. A crypto account can have multiple profiles [...]\nENDPOINTS :\n    - GET /partners/{partnerId}/identities\n      List customer identities\n    - POST /partners/{partnerId}/identities/person\n      Create customer identity for a person\n    - POST /partners/{partnerId}/identities/institution\n      Create customer identity for an institution\n    - GET /partners/{partnerId}/identities/{id}\n      Get customer identity by id\n    - PUT /partners/{partnerId}/identities/{id}\n      Updated customer identity\n    - GET /partners/{partnerId}/accounts\n      Get customer accounts\n    - POST /partners/{partnerId}/accounts\n      Create customer account\n    - GET /partners/{partnerId}/accounts/{id}\n      Get customer account by id\n    - PUT /partners/{partnerId}/accounts/{id}\n      Updated customer account\n    - DELETE /partners/{partnerId}/accounts/{id}\n      Delete customer account\n    - GET /partners/{partnerId}/profiles\n      Get account profiles\n    - POST /partners/{partnerId}/profiles\n      Create account profile\n    - GET /partners/{partnerId}/profiles/{id}\n      Get account profile by id;client;blockchain;blockchain;blockchain
261.yaml;TITLE : Consumers\nDESCRIPTION :\n      A consumer has a D2C (Direct-to-consumer) relationship with the organization. The consumer typically interacts\n      with eCommerce platforms. The consumer API enables you to create new accounts for a consumer, and update and/or\n      retrieve details of an existing account. The API provides details such as a consumer’s personal and contact\n      details, their address and shipping information, their loyalty details etc.\nENDPOINTS :\n    - GET /accounts\n      Returns an Account\n    - POST /accounts\n      Create a new Consumer (Account)\n    - PATCH /accounts\n      Update an existing Account\n    - GET /accounts/{Id}\n      Returns an Account\n    - PATCH /accounts/{Id}\n      Update an existing Account;user-password;client;client;client
262.yaml;TITLE : Forex API\nDESCRIPTION :\n      Set of APIs to store and display foreign exchange rate for currencies on a daily basis\nENDPOINTS :\n    - GET /currency_pairs\n      get all currency pairs\n    - POST /currency_pairs\n      add a currency pair\n    - DELETE /currency_pairs/{id}\n      delete a currency pair\n    - POST /exchange_rates\n      add an exchange rate\n    - GET /exchange_rates/trend\n      get exchange rates trend\n    - GET /exchange_rates/track\n      track exchange rates;trading;currency;currency;currency
263.yaml;TITLE : alphaAPI\nDESCRIPTION :\n      Terra Money Analytics API\nENDPOINTS :\n    - GET /historical/mirror/longaprs/{ticker}\n      Pull Mirror Protocol APRs (One Hour Frequency)\n    - GET /historical/mirror/shortaprs/{ticker}/\n      Get Mirror Protocol Short APRs\n    - GET /historical/mirror/spreads/{ticker}/\n      Get Historical Mirror Spreads\n    - GET /historical/anchor/{ticker}\n      Pull Anchor Protocol Timeseries (see info/anchordict for available tickers)\n    - GET /historical/pools/{dex}/{ticker}\n      Pull Historical Pool APRs (see info/dexpooldict for available DEXs and tickers)\n    - GET /historical/kujira/liquidations/\n      Pull Historical Liquidation Transactions\n    - GET /historical/kujira/profiles/\n      Get Historical alphaDefi Liquidation Profiles\n    - GET /historical/terra/ustmc/\n      Pull Historical UST MarketCap\n    - GET /historical/terradashboard/{ticker}/\n      Get TerraCore TimeSeries\n    - GET /historical/coinmarketcaps/{symbol}\n      Get Coin MarketCaps\n    - GET /historical/nexus/{ticker}\n      Get Historical Nexus Protocol timeseries\n    - GET /info/anchordict\n      See list of available tickers for historica/anchor/\n    - GET /info/dashboarddict/\n      See list of avalable tickers for /historical/terradashboard/\n    - GET /info/nexusdict\n      See list of available Nexus tickers for historical/nexus/ticker)\n    - GET /info/liqprofile\n      Get Live alphaDefi Liquidation Profile (updated every minute)\n    - GET /info/dexpooldict\n      See list of available dexs and tickers for historical/pools/dex/ticker\n    - GET /info/aprcompare\n      Pull Farmers Market APR Comparison Grid;transfer;other;;NO_CONSENSUS
